Timestamp, runs
17:30:32, 0
17:31:10, 100 
17:31:40, 200 
17:32:15, 300 
17:33:13, 400 
17:33:57, 500 
17:34:35, 600 
17:35:21, 700 
17:35:52, 800 
17:36:34, 900 
17:37:06, 1000 
