Timestamp, runs
16:53:19, 0
16:54:27, 100 
16:55:29, 200 
16:56:31, 300 
16:57:32, 400 
16:58:34, 500 
16:59:36, 600 
17:00:37, 700 
17:01:40, 800 
17:02:41, 900 
17:03:41, 1000 
