timestamp, runs
09:08:41, 0
09:12:19, 100 
09:15:47, 200
09:19:18, 300
09:32:09, 400
09:35:39, 500
09:52:23, 600
09:55:50, 700
09:59:14, 800
10:02:42, 900
10:06:12, 1000
