Timestamp, runs
14:28:31,0
14:30:32, 100 
14:31:35, 200 
14:32:37, 300 
14:33:40, 400 
14:34:43, 500 
14:35:45, 600 
14:36:49, 700 
15:31:17, 800 
15:32:20, 900 
15:33:23, 1000 
