Timestamp, runs
19:21:17, 0
19:21:55, 100 
19:22:24, 200 
19:22:53, 300 
19:23:22, 400 
19:23:52, 500 
19:24:26, 600 
19:25:08, 700 
19:25:37, 800 
19:26:06, 900 
19:26:48, 1000
