Timestamp, runs
17:53:16 0
17:53:16, 100 
17:53:16, 200 
17:53:16, 300 
17:53:16, 400 
17:53:16, 500 
17:53:16, 600 
17:53:16, 700 
17:53:16, 800 
17:53:16, 900 
17:53:16, 1000
