Timestamp, runs
15:58:49, 0
15:59:26, 100 
15:59:56, 200 
16:00:25, 300 
16:00:55, 400 
16:01:24, 500 
16:02:59, 600 
16:04:03, 700 
16:05:06, 800 
16:06:11, 900 
16:07:17, 1000 
