Timestamp, runs
15:19:23, 0
15:20:27, 100 
15:21:27, 200 
15:22:27, 300 
15:23:28, 400 
15:24:30, 500 
15:39:30, 600 
15:40:35, 700 
15:41:39, 800 
15:42:42, 900 
15:43:46, 1000 
