Timestamp, runs
18:02:49, 0
18:03:29,100 
18:03:59,200 
18:04:28,300 
18:04:58,400 
18:05:27,500 
18:05:57,600 
18:06:27,700 
18:06:57,800 
18:07:27,900 
18:07:57,1000
